product_intelligence_id,faram_product_id,product_name,manufacturer_entity_id,manufacturer_name,product_family,equipment_category,market_equipment_category,model,principal_status,territory,territory_codes,catalogue_status,catalogue_source,historical_quote_count,historical_evidence_strength,family_demand_count,procurement_match_count,actionable_match_count,average_match_confidence,technical_pass_count,technical_review_count,technical_fail_count,technical_unknown_count,evidence_sources,commercial_position,product_intelligence_score,recommended_action,source_layer
product_intel_504c58df4728,FARAM-THERMO-HOTPLATE-001,Thermo Scientific magnetic stirrer with hotplate,mfr_731acfca0bea,Thermo Fisher,Hotplate Stirrer,Hotplate Stirrer,Laboratory Systems,,pending,Kenya,KE,CONTROLLED_CATALOGUE,OUTLOOK_QUOTATION,0,,0,0,0,0.0,0,0,0,0,Controlled Faram catalogue,PRINCIPAL_VALIDATION_REQUIRED,35.0,Confirm current principal authorization and territory before treating this product as actionable.,predictive_product
product_intel_8fcdab016668,FARAM-TRACEABLE-THERMOMETER-001,Traceable digital probe thermometer,mfr_a8cbef2c9230,Traceable,Digital Probe Thermometer,Digital Probe Thermometer,Medical Devices & Equipment,,pending,Kenya,KE,CONTROLLED_CATALOGUE,OUTLOOK_QUOTATION,0,,0,0,0,0.0,0,0,0,0,Controlled Faram catalogue,PRINCIPAL_VALIDATION_REQUIRED,35.0,Confirm current principal authorization and territory before treating this product as actionable.,predictive_product
product_intel_55ecff255bf6,FARAM-WTW-THERMOREACTOR-CR3200-001,WTW Thermoreactor CR 3200,mfr_054e822ba7bb,WTW,Thermoreactor,Thermoreactor,Laboratory Systems,CR 3200,pending,Kenya,KE,CONTROLLED_CATALOGUE,OUTLOOK_QUOTATION,0,,0,0,0,0.0,0,0,0,0,Controlled Faram catalogue,PRINCIPAL_VALIDATION_REQUIRED,35.0,Confirm current principal authorization and territory before treating this product as actionable.,predictive_product
product_intel_97b44eb6b7eb,,Autoclaves,mfr_9df38d7d78c7,Midmark / Newmed,Autoclave / Sterilizer,,Medical Devices & Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,36,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_b52fe85643ee,,Centrifuge,mfr_5eada80c35ed,Tharmac,Centrifuge,,Laboratory Systems,,historical,,,HISTORICAL_ONLY,,1,LOW,36,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_0572adad6756,,Gas Plasma Sterilizer,mfr_555f22d79882,SHINVA,Autoclave / Sterilizer,,Medical Devices & Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,36,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_1f254e6e430b,,Table Flash Autoclave,,,Autoclave / Sterilizer,,Medical Devices & Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,36,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_4a0a7701cb71,,FT-IR Microscope,mfr_dc69b5576039,HTDS,Microscope,,Laboratory Systems,FT-IR,historical,,,HISTORICAL_ONLY,,1,LOW,28,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_a715924b4a32,,HemoScreen Analyzer,mfr_87c3dcd6b7b6,PixCell,Hematology Analyzer,,Diagnostic Equipment,HemoScreen Analyzer,historical,,,HISTORICAL_ONLY,,1,LOW,23,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_d4b39f05ff1f,,Hemoglobin Pro Analyzer,mfr_84e3b9944bc3,YiCare Medical,Hematology Analyzer,,Diagnostic Equipment,Hemoglobin Pro,historical,,,HISTORICAL_ONLY,,1,MEDIUM,23,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_6327ece282b7,,Portable / Handheld Ultrasound POCUS,,,Ultrasound System,,Imaging,POCUS,historical,,,HISTORICAL_ONLY,,1,LOW,11,0,0,0.0,0,0,0,0,External procurement family demand; Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,14.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_5b38c0186bb0,,AlphaScreen assay capability,mfr_50eb6cdf0b15,Molecular Devices,Multimode Microplate Reader,,Laboratory Systems,AlphaScreen,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_087f927e51b7,,Ansell protective products,mfr_984355385c63,Ansell,Personal Protective Equipment,,PPE,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_23b7ac0ae78e,,Automated Liquid-Based Cytology System,mfr_74ee2b04cf70,HealthSky,Cytology,,Diagnostic Equipment,HealthSky SCT Express 3600A,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_1b3737129528,,Cytation multimode reader,mfr_af3df5f6872b,Agilent / BioTek,Cytation Multimode Reader,,Medical Devices & Equipment,Cytation,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_885123d58ef2,,Digital Pathology & Cytology Equipment,mfr_de8f99a0b2cf,3DHISTECH,Digital Pathology,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_ddb39db16bdf,,Disposable Graduated Transfer Pipettes,mfr_de672dcd0d59,Honod Medical,Diagnostic Consumables,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_dd7f50f8f5fc,,ESCHWEILER Combi Line 2 Analyzer,mfr_d0c516b76b69,ESCHWEILER,Analyzer,,Diagnostic Equipment,Combi Line 2 Analyzer,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_d749f76ce02b,,Flip-Top Sample Vials,mfr_46207ed17303,Shengfeng Pack,Diagnostic Consumables,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_4f310fdd33d5,,Flip-Top Sample Vials,mfr_34b34bc62433,MF Lab,Diagnostic Consumables,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_985aa3762960,,HemoTypeSC Test Kits,,,Sickle Cell Diagnostic Test,,Diagnostic Equipment,HemoTypeSC,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_b71424653768,,Lab equipment quotation portfolio,mfr_0f178d97ea46,BioPanda,Biological / Laboratory Diagnostics,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_723d43585c6f,,Memmert laboratory ovens,mfr_21a87ee81c5a,Memmert,Laboratory Oven / Incubator,,Laboratory Systems,IN75 and related WTB configuration,historical,,,HISTORICAL_ONLY,,1,MEDIUM,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_5d3dffb37f39,,Negative Pressure Isolation System,mfr_974a6b13e955,BLU-MED Response Systems,Isolation / Infection Control,,Medical Devices & Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_e1accd7747ff,,PPE Coveralls,mfr_196d39cf6f98,Medtecs,Personal Protective Equipment,,PPE,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_0abc16ac692b,,Sepsis diagnostic solution,mfr_087d21a9edb5,Inflammatix,Sepsis Diagnostics,,Diagnostic Equipment,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_9c481e213ca9,,SpectraMax i3x,mfr_50eb6cdf0b15,Molecular Devices,Multimode Microplate Reader,,Laboratory Systems,i3x,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_38bbb356a6b2,,Thermo Fisher scientific equipment and consumables,mfr_731acfca0bea,Thermo Fisher,Life Science / Laboratory Equipment,,Laboratory Systems,,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
product_intel_e284745e4261,,ZQ800 Rapid Test Strip Cutter,mfr_870418901632,Recare,Diagnostic Manufacturing Equipment,,Diagnostic Equipment,ZQ800,historical,,,HISTORICAL_ONLY,,1,LOW,0,0,0,0.0,0,0,0,0,Historical quotation evidence,HISTORICAL_EVIDENCE_ONLY,4.0,Validate the current manufacturer relationship and territory before adding this historical product to the controlled catalogue.,predictive_product
