procurement_event_id,tender_reference,faram_product_id,product_name,manufacturer_name,match_status,match_confidence,territory_fit,technical_status,technical_evidence_status,technical_score,technical_passed,technical_unknown,technical_failed,technical_action
proc_c4739cff22f45864,KE-KEMSA-193285-GO-RFQ,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,YES,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_a9aa28708f677c33,KE-KEMSA-42363-GO-DIR,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,YES,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_4ce8e65148e4c141,KE-KEMSA-8722-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,YES,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_c512cd5181795c71,ET-SWE-RPCU-557486-GO-RFQ,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_16366359a1de503b,ET-MOLF-445876-GO-RFQ,FARAM-INT-SCAN300-001,Scan 300 automatic colony counter,Interscience,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_d50ddbf9723f8808,ET-MOLF-445876-GO-RFQ,FARAM-THERMO-VORTEX-001,Thermo Scientific Vortex Mixer,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_d50ddbf9723f8808,ET-MOLF-445876-GO-RFQ,FARAM-HANNA-HI98152-001,Hanna Instruments HI98152 pH meter,Hanna Instruments,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_212c38f84c5a088e,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_b73f8873d8f9b9f3,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_85ab68c645f10324,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_c8213df24d777d08,ET-MOH-411996-GO-RFB,FARAM-THERMO-MSC-001,Thermo Scientific MSC-Advantage Class II biological safety cabinet,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_c8213df24d777d08,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_8e0c13a2e4aa2a71,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_ba396e151ff0e360,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_39b7a144c296181e,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_72824a3951d38938,ET-MOH-411996-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_3b29200c38d8a05b,ET-MOH-412000-GO-RFB,FARAM-MD-M2E-001,SpectraMax M2e microplate/cuvette reader,Molecular Devices,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_3b29200c38d8a05b,ET-MOH-412000-GO-RFB,FARAM-MD-ID5E-001,SpectraMax iD5e Multi-Mode Microplate Reader,Molecular Devices,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_009f399a25241aae,ET-MOH-412000-GO-RFB,FARAM-MD-M2E-001,SpectraMax M2e microplate/cuvette reader,Molecular Devices,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_009f399a25241aae,ET-MOH-412000-GO-RFB,FARAM-MD-ID5E-001,SpectraMax iD5e Multi-Mode Microplate Reader,Molecular Devices,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_ef7712529a787cb1,ET-MOH-411992-GO-RFB,FARAM-HANNA-HI98152-001,Hanna Instruments HI98152 pH meter,Hanna Instruments,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_d9fe1698a60cc549,ET-MOH-400003-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_78331e18d3bbbdff,ET-MOH-400018-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_8c39ee4430f29d7f,ET-MOH-400015-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_a1fa5be98d408710,SO-BW-457615-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
proc_a767633fecf02428,SO-DM-427044-GO-RFB,FARAM-THERMO-75003658-001,Thermo Scientific General Purpose Centrifuge,Thermo Scientific,NOT_ACTIONABLE_INACTIVE_PRINCIPAL,85.0,NO,UNKNOWN,MISSING,0.0,0,0,0,Technical evidence gap; obtain and verify the tender/product specifications.
